year,age,bc_deaths
1976,106,0
1976,107,0
1976,108,0
1976,109,0
1976,110,0
1977,0,0
1977,1,0
1977,2,0
1977,3,0
1977,4,0
1977,5,0
1977,6,0
1977,7,0
1977,8,0
1977,9,0
1977,10,0
1977,11,0
1977,12,0
1977,13,0
1977,14,0
1977,15,0
1977,16,0
1977,17,0
1977,18,0
1977,19,0
1977,20,1
1977,21,1
1977,22,1
1977,23,8
1977,24,4
1977,25,8
1977,26,16
1977,27,23
1977,28,28
1977,29,49
1977,30,64
1977,31,68
1977,32,93
1977,33,115
1977,34,144
1977,35,120
1977,36,138
1977,37,149
1977,38,167
1977,39,174
1977,40,195
1977,41,248
1977,42,259
1977,43,283
1977,44,339
1977,45,380
1977,46,426
1977,47,511
1977,48,561
1977,49,605
1977,50,643
1977,51,686
1977,52,789
1977,53,836
1977,54,844
1977,55,859
1977,56,882
1977,57,905
1977,58,900
1977,59,923
1977,60,859
1977,61,899
1977,62,924
1977,63,893
1977,64,874
1977,65,927
1977,66,929
1977,67,900
1977,68,909
1977,69,874
1977,70,824
1977,71,845
1977,72,752
1977,73,737
1977,74,733
1977,75,633
1977,76,714
1977,77,664
1977,78,587
1977,79,594
1977,80,564
1977,81,578
1977,82,509
1977,83,477
1977,84,437
1977,85,460
1977,86,352
1977,87,314
1977,88,288
1977,89,217
1977,90,155
1977,91,174
1977,92,111
1977,93,91
1977,94,69
1977,95,54
1977,96,40
1977,97,34
1977,98,20
1977,99,11
1977,100,6
1977,101,6
1977,102,4
1977,103,3
1977,104,1
1977,105,0
1977,106,2
1977,107,0
1977,108,1
1977,109,0
1977,110,0
1978,0,0
1978,1,0
1978,2,0
1978,3,0
1978,4,0
1978,5,0
1978,6,0
1978,7,0
1978,8,0
1978,9,0
1978,10,0
1978,11,0
1978,12,0
1978,13,0
1978,14,0
1978,15,0
1978,16,1
1978,17,1
1978,18,2
1978,19,1
1978,20,1
1978,21,2
1978,22,5
1978,23,4
1978,24,8
1978,25,8
1978,26,13
1978,27,19
1978,28,27
1978,29,45
1978,30,59
1978,31,79
1978,32,78
1978,33,110
1978,34,122
1978,35,136
1978,36,146
1978,37,154
1978,38,165
1978,39,180
1978,40,200
1978,41,258
1978,42,253
1978,43,327
1978,44,295
1978,45,409
1978,46,419
1978,47,488
1978,48,494
1978,49,601
1978,50,620
1978,51,714
1978,52,712
1978,53,789
1978,54,855
1978,55,887
1978,56,921
1978,57,890
1978,58,915
1978,59,847
1978,60,892
1978,61,887
1978,62,936
1978,63,924
1978,64,951
1978,65,924
1978,66,857
1978,67,858
1978,68,859
1978,69,798
1978,70,861
1978,71,799
1978,72,825
1978,73,787
1978,74,801
1978,75,738
1978,76,664
1978,77,673
1978,78,621
1978,79,567
1978,80,561
1978,81,488
1978,82,527
1978,83,456
1978,84,450
1978,85,378
1978,86,371
1978,87,329
1978,88,252
1978,89,263
1978,90,177
1978,91,150
1978,92,126
1978,93,87
1978,94,88
1978,95,46
1978,96,42
1978,97,26
1978,98,21
1978,99,7
1978,100,4
1978,101,8
1978,102,2
1978,103,3
1978,104,2
1978,105,2
1978,106,1
1978,107,2
1978,108,0
1978,109,0
1978,110,0
1979,0,0
1979,1,0
1979,2,0
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0
1979,9,0
1979,10,0
1979,11,0
1979,12,0
1979,13,0
1979,14,0
1979,15,0
1979,16,0
1979,17,0
1979,18,0
1979,19,0
1979,20,1
1979,21,1
1979,22,2
1979,23,3
1979,24,11
1979,25,12
1979,26,13
1979,27,33
1979,28,28
1979,29,44
1979,30,63
1979,31,80
1979,32,100
1979,33,103
1979,34,116
1979,35,124
1979,36,179
1979,37,179
1979,38,186
1979,39,187
1979,40,217
1979,41,262
1979,42,299
1979,43,319
1979,44,322
1979,45,335
1979,46,393
1979,47,436
1979,48,498
1979,49,550
1979,50,610
1979,51,664
1979,52,687
1979,53,776
1979,54,840
1979,55,905
1979,56,830
1979,57,924
1979,58,855
1979,59,859
1979,60,867
1979,61,873
1979,62,858
1979,63,900
1979,64,943
1979,65,974
1979,66,928
1979,67,888
1979,68,926
1979,69,876
1979,70,854
1979,71,816
1979,72,781
1979,73,816
1979,74,762
1979,75,717
1979,76,681
1979,77,612
1979,78,659
1979,79,573
1979,80,540
1979,81,545
1979,82,527
1979,83,519
1979,84,448
1979,85,395
1979,86,378
1979,87,325
1979,88,271
1979,89,234
1979,90,204
1979,91,175
1979,92,123
1979,93,108
1979,94,85
1979,95,59
1979,96,44
1979,97,36
1979,98,25
1979,99,16
1979,100,4
1979,101,3
1979,102,1
1979,103,4
1979,104,2
1979,105,0
1979,106,0
1979,107,0
1979,108,0
1979,109,0
1979,110,0
1980,0,0
1980,1,0
1980,2,0
1980,3,0
1980,4,0
1980,5,0
1980,6,0
1980,7,0
1980,8,0
1980,9,0
1980,10,1
1980,11,1
1980,12,0
1980,13,0
1980,14,0
1980,15,0
1980,16,0
1980,17,1
1980,18,1
1980,19,1
1980,20,0
1980,21,1
1980,22,1
1980,23,3
1980,24,6
1980,25,11
1980,26,18
1980,27,29
1980,28,33
1980,29,53
1980,30,54
1980,31,72
1980,32,104
1980,33,129
1980,34,114
1980,35,143
1980,36,187
1980,37,198
1980,38,209
1980,39,190
1980,40,245
1980,41,259
1980,42,261
1980,43,313
1980,44,343
1980,45,359
1980,46,357
1980,47,394
1980,48,512
1980,49,543
1980,50,581
1980,51,665
1980,52,678
1980,53,746
1980,54,849
1980,55,895
1980,56,906
1980,57,921
1980,58,932
1980,59,976
1980,60,959
1980,61,899
1980,62,944
1980,63,965
1980,64,902
1980,65,972
1980,66,968
1980,67,935
1980,68,962
1980,69,897
1980,70,855
1980,71,830
1980,72,928
1980,73,801
1980,74,775
1980,75,795
1980,76,736
1980,77,704
1980,78,601
1980,79,644
1980,80,618
1980,81,544
1980,82,528
1980,83,467
1980,84,512
1980,85,414
1980,86,404
1980,87,344
1980,88,277
1980,89,246
1980,90,220
1980,91,176
1980,92,151
1980,93,104
1980,94,95
1980,95,70
1980,96,39
1980,97,37
1980,98,20
1980,99,14
1980,100,12
1980,101,7
1980,102,4
1980,103,2
1980,104,1
1980,105,0
1980,106,1
1980,107,0
1980,108,0
1980,109,0
1980,110,0
1981,0,0
1981,1,0
1981,2,0
1981,3,0
1981,4,2
1981,5,0
1981,6,0
1981,7,2
1981,8,0
1981,9,0
1981,10,0
1981,11,0
1981,12,0
1981,13,0
1981,14,0
1981,15,0
1981,16,0
1981,17,0
1981,18,0
1981,19,0
1981,20,1
1981,21,1
1981,22,7
1981,23,4
1981,24,3
1981,25,7
1981,26,9
1981,27,22
1981,28,27
1981,29,49
1981,30,65
1981,31,81
1981,32,134
1981,33,126
1981,34,151
1981,35,122
1981,36,170
1981,37,179
1981,38,219
1981,39,230
1981,40,238
1981,41,238
1981,42,279
1981,43,284
1981,44,344
1981,45,376
1981,46,416
1981,47,387
1981,48,515
1981,49,471
1981,50,552
1981,51,688
1981,52,698
1981,53,774
1981,54,816
1981,55,834
1981,56,884
1981,57,908
1981,58,880
1981,59,938
1981,60,924
1981,61,924
1981,62,951
1981,63,919
1981,64,924
1981,65,998
1981,66,1007
1981,67,992
1981,68,955
1981,69,1028
1981,70,952
1981,71,947
1981,72,927
1981,73,818
1981,74,854
1981,75,858
1981,76,763
1981,77,718
1981,78,681
1981,79,680
1981,80,684
1981,81,562
1981,82,593
1981,83,483
1981,84,460
1981,85,443
1981,86,402
1981,87,350
1981,88,355
1981,89,275
1981,90,245
1981,91,182
1981,92,157
1981,93,147
1981,94,84
1981,95,65
1981,96,47
1981,97,48
1981,98,28
1981,99,17
1981,100,6
1981,101,10
1981,102,1
1981,103,3
1981,104,5
1981,105,0
1981,106,0
1981,107,0
1981,108,0
1981,109,0
1981,110,0
1982,0,0
1982,1,0
1982,2,0
1982,3,2
1982,4,0
1982,5,0
1982,6,0
1982,7,4
1982,8,2
1982,9,0
1982,10,0
1982,11,0
1982,12,0
1982,13,1
1982,14,0
1982,15,0
1982,16,0
1982,17,0
1982,18,0
1982,19,0
1982,20,0
1982,21,2
1982,22,4
1982,23,5
1982,24,2
1982,25,6
1982,26,14
1982,27,20
1982,28,24
1982,29,62
1982,30,65
1982,31,72
1982,32,94
1982,33,130
1982,34,163
1982,35,162
1982,36,172
1982,37,169
1982,38,225
1982,39,252
1982,40,289
1982,41,284
1982,42,294
1982,43,275
1982,44,326
1982,45,354
1982,46,388
1982,47,455
1982,48,402
1982,49,474
1982,50,515
1982,51,641
1982,52,711
1982,53,756
1982,54,748
1982,55,810
1982,56,888
1982,57,939
1982,58,967
1982,59,962
1982,60,993
1982,61,1003
1982,62,989
1982,63,975
1982,64,1016
1982,65,971
1982,66,983
1982,67,1025
1982,68,1055
1982,69,941
1982,70,928
1982,71,942
1982,72,864
1982,73,914
1982,74,856
1982,75,868
1982,76,788
1982,77,794
1982,78,733
1982,79,707
1982,80,582
1982,81,658
1982,82,619
1982,83,551
1982,84,486
1982,85,447
1982,86,443
1982,87,375
1982,88,330
1982,89,301
1982,90,246
1982,91,204
1982,92,173
1982,93,140
1982,94,127
1982,95,80
1982,96,53
1982,97,43
1982,98,37
1982,99,13
1982,100,13
1982,101,7
1982,102,7
1982,103,8
1982,104,1
1982,105,0
1982,106,1
1982,107,0
1982,108,0
1982,109,0
1982,110,0
1983,0,0
1983,1,0
1983,2,0
1983,3,0
1983,4,0
1983,5,2
1983,6,3
1983,7,1
1983,8,0
1983,9,0
1983,10,0
1983,11,0
1983,12,0
1983,13,1
1983,14,0
1983,15,0
1983,16,0
1983,17,0
1983,18,1
1983,19,1
1983,20,1
1983,21,2
1983,22,6
1983,23,5
1983,24,7
1983,25,13
1983,26,18
1983,27,30
1983,28,25
1983,29,55
1983,30,54
1983,31,85
1983,32,90
1983,33,122
1983,34,164
1983,35,177
1983,36,193
1983,37,196
1983,38,212
1983,39,203
1983,40,293
1983,41,289
1983,42,273
1983,43,311
1983,44,345
1983,45,357
1983,46,395
1983,47,419
1983,48,442
1983,49,469
1983,50,553
1983,51,563
1983,52,618
1983,53,753
1983,54,722
1983,55,813
1983,56,873
1983,57,914
1983,58,963
1983,59,961
1983,60,1029
1983,61,1068
1983,62,1043
1983,63,1039
1983,64,979
1983,65,1035
1983,66,968
1983,67,998
1983,68,999
1983,69,1017
1983,70,988
1983,71,966
1983,72,928
1983,73,954
1983,74,917
1983,75,857
1983,76,875
1983,77,727
1983,78,777
1983,79,712
1983,80,689
1983,81,599
1983,82,608
1983,83,579
1983,84,488
1983,85,447
1983,86,450
1983,87,427
1983,88,345
1983,89,296
1983,90,255
1983,91,207
1983,92,188
1983,93,164
1983,94,105
1983,95,94
1983,96,67
1983,97,49
1983,98,36
1983,99,24
1983,100,11
1983,101,5
1983,102,8
1983,103,3
1983,104,0
1983,105,2
1983,106,0
1983,107,0
1983,108,0
1983,109,0
1983,110,0
1984,0,0
1984,1,0
1984,2,0
1984,3,0
1984,4,0
1984,5,0
1984,6,0
1984,7,1
1984,8,0
1984,9,0
1984,10,0
1984,11,0
1984,12,0
1984,13,0
1984,14,0
1984,15,1
1984,16,1
1984,17,0
1984,18,1
1984,19,0
1984,20,0
1984,21,2
1984,22,3
1984,23,2
1984,24,6
1984,25,14
1984,26,22
1984,27,17
1984,28,29
1984,29,66
1984,30,69
1984,31,77
1984,32,86
1984,33,125
1984,34,178
1984,35,192
1984,36,243
1984,37,270
1984,38,241
1984,39,250
1984,40,289
1984,41,338
1984,42,348
1984,43,357
1984,44,349
1984,45,400
1984,46,385
1984,47,390
1984,48,438
1984,49,513
1984,50,522
1984,51,601
1984,52,599
1984,53,662
1984,54,793
1984,55,816
1984,56,819
1984,57,925
1984,58,929
1984,59,1010
1984,60,1021
1984,61,982
1984,62,1061
1984,63,1082
1984,64,1077
1984,65,1041
1984,66,1029
1984,67,1022
1984,68,1038
1984,69,1111
1984,70,1017
1984,71,954
1984,72,987
1984,73,973
1984,74,995
1984,75,882
1984,76,921
1984,77,902
1984,78,795
1984,79,734
1984,80,750
1984,81,643
1984,82,575
1984,83,641
1984,84,526
1984,85,503
1984,86,449
1984,87,444
1984,88,355
1984,89,303
1984,90,302
1984,91,206
1984,92,189
1984,93,152
1984,94,118
1984,95,97
1984,96,96
1984,97,51
1984,98,42
1984,99,27
1984,100,12
1984,101,8
1984,102,6
1984,103,4
1984,104,0
1984,105,2
1984,106,0
1984,107,0
1984,108,1
1984,109,0
1984,110,0
1985,0,0
1985,1,0
1985,2,0
1985,3,0
1985,4,0
1985,5,0
1985,6,0
1985,7,0
1985,8,0
1985,9,0
1985,10,0
1985,11,0
1985,12,0
1985,13,0
1985,14,0
1985,15,0
1985,16,0
1985,17,0
1985,18,0
1985,19,0
1985,20,1
1985,21,2
1985,22,4
1985,23,6
1985,24,6
1985,25,7
1985,26,18
1985,27,22
1985,28,29
1985,29,36
1985,30,47
1985,31,87
1985,32,92
1985,33,128
1985,34,161
1985,35,188
1985,36,206
1985,37,220
1985,38,300
1985,39,251
1985,40,296
1985,41,305
1985,42,363
1985,43,347
1985,44,353
1985,45,390
1985,46,427
1985,47,472
1985,48,508
1985,49,523
1985,50,536
1985,51,575
1985,52,624
1985,53,671
1985,54,719
1985,55,813
1985,56,813
1985,57,918
1985,58,918
1985,59,1013
1985,60,1079
1985,61,1026
1985,62,1113
1985,63,1124
1985,64,1087
1985,65,1103
1985,66,994
1985,67,1004
1985,68,1039
1985,69,1093
1985,70,1044
1985,71,1085
1985,72,994
1985,73,977
1985,74,938
1985,75,992
1985,76,923
1985,77,886
1985,78,828
1985,79,725
1985,80,683
1985,81,739
1985,82,653
1985,83,617
1985,84,582
1985,85,500
1985,86,444
1985,87,438
1985,88,347
1985,89,322
1985,90,296
1985,91,198
1985,92,229
1985,93,186
1985,94,116
1985,95,107
1985,96,69
1985,97,57
1985,98,31
1985,99,23
1985,100,16
1985,101,7
1985,102,6
1985,103,3
1985,104,1
1985,105,4
1985,106,0
1985,107,0
1985,108,1
1985,109,0
1985,110,1
1986,0,0
1986,1,0
1986,2,0
1986,3,0
1986,4,0
1986,5,0
1986,6,0
1986,7,0
1986,8,1
1986,9,0
1986,10,0
1986,11,0
1986,12,0
1986,13,0
1986,14,0
1986,15,0
1986,16,1
1986,17,0
1986,18,0
1986,19,0
1986,20,0
1986,21,1
1986,22,2
1986,23,5
1986,24,5
1986,25,12
1986,26,14
1986,27,25
1986,28,37
1986,29,46
1986,30,63
1986,31,77
1986,32,107
1986,33,129
1986,34,144
1986,35,174
1986,36,221
1986,37,257
1986,38,268
1986,39,338
1986,40,309
1986,41,299
1986,42,358
1986,43,395
1986,44,446
1986,45,382
1986,46,441
1986,47,457
1986,48,508
1986,49,492
1986,50,556
1986,51,557
1986,52,591
1986,53,699
1986,54,652
1986,55,762
1986,56,792
1986,57,822
1986,58,891
1986,59,929
1986,60,988
1986,61,1111
1986,62,1031
1986,63,1089
1986,64,1120
1986,65,1123
1986,66,1100
1986,67,1031
1986,68,1091
1986,69,1094
1986,70,1057
1986,71,1087
1986,72,1063
1986,73,967
1986,74,1031
1986,75,950
1986,76,896
1986,77,856
1986,78,858
1986,79,817
1986,80,790
1986,81,704
1986,82,669
1986,83,618
1986,84,570
1986,85,559
1986,86,494
1986,87,424
1986,88,378
1986,89,303
1986,90,302
1986,91,254
1986,92,200
1986,93,178
1986,94,130
1986,95,106
1986,96,90
1986,97,60
1986,98,42
1986,99,23
1986,100,10
1986,101,13
1986,102,6
1986,103,5
1986,104,1
1986,105,1
1986,106,0
1986,107,0
1986,108,2
1986,109,0
1986,110,1
1987,0,0
1987,1,0
1987,2,0
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0
1987,8,0
1987,9,0
1987,10,0
1987,11,0
1987,12,0
1987,13,0
1987,14,0
1987,15,1
1987,16,0
1987,17,1
1987,18,0
1987,19,0
1987,20,0
1987,21,2
1987,22,3
1987,23,4
1987,24,5
1987,25,9
1987,26,13
1987,27,21
1987,28,47
1987,29,42
1987,30,70
1987,31,83
1987,32,103
1987,33,110
1987,34,175
1987,35,167
1987,36,216
1987,37,257
1987,38,292
1987,39,339
1987,40,359
1987,41,302
1987,42,324
1987,43,362
1987,44,443
1987,45,388
1987,46,433
1987,47,494
1987,48,505
1987,49,557
1987,50,539
1987,51,575
1987,52,664
1987,53,631
1987,54,663
1987,55,720
1987,56,792
1987,57,827
1987,58,869
1987,59,891
1987,60,1016
1987,61,1032
1987,62,1138
1987,63,1079
1987,64,1052
1987,65,1117
1987,66,1107
1987,67,1128
1987,68,1023
1987,69,1046
1987,70,1065
1987,71,1086
1987,72,1051
1987,73,1000
1987,74,1044
1987,75,967
1987,76,986
1987,77,889
1987,78,862
1987,79,833
1987,80,790
1987,81,780
1987,82,661
1987,83,642
1987,84,602
1987,85,531
1987,86,473
1987,87,459
1987,88,375
1987,89,352
1987,90,279
1987,91,244
1987,92,220
1987,93,159
1987,94,159
1987,95,110
1987,96,93
1987,97,56
1987,98,53
1987,99,37
1987,100,12
1987,101,13
1987,102,4
1987,103,4
1987,104,3
1987,105,0
1987,106,2
1987,107,0
1987,108,0
1987,109,0
1987,110,0
1988,0,0
1988,1,0
1988,2,0
1988,3,0
1988,4,0
1988,5,0
1988,6,0
1988,7,0
1988,8,0
1988,9,0
1988,10,0
1988,11,0
1988,12,0
1988,13,0
1988,14,0
1988,15,0
1988,16,1
1988,17,1
1988,18,1
1988,19,0
1988,20,0
1988,21,0
1988,22,2
1988,23,3
1988,24,5
1988,25,10
1988,26,23
1988,27,20
1988,28,33
1988,29,40
1988,30,55
1988,31,98
1988,32,117
1988,33,112
1988,34,154
1988,35,182
1988,36,203
1988,37,290
1988,38,249
1988,39,336
1988,40,349
1988,41,374
1988,42,357
1988,43,384
1988,44,417
1988,45,435
1988,46,454
1988,47,532
1988,48,507
1988,49,545
1988,50,582
1988,51,582
1988,52,631
1988,53,688
1988,54,665
1988,55,736
1988,56,772
1988,57,863
1988,58,893
1988,59,912
1988,60,1014
1988,61,1058
1988,62,1046
1988,63,1116
1988,64,1039
1988,65,1089
1988,66,1180
1988,67,1053
1988,68,1112
1988,69,1081
1988,70,1094
1988,71,1093
1988,72,1056
1988,73,1110
1988,74,1029
1988,75,1043
1988,76,985
1988,77,942
1988,78,880
1988,79,818
1988,80,867
1988,81,856
1988,82,767
1988,83,703
1988,84,637
1988,85,611
1988,86,512
1988,87,481
1988,88,384
1988,89,356
1988,90,315
1988,91,254
1988,92,217
1988,93,172
1988,94,147
1988,95,126
1988,96,92
1988,97,78
1988,98,60
1988,99,41
1988,100,19
1988,101,16
1988,102,8
1988,103,6
1988,104,3
1988,105,3
1988,106,3
1988,107,0
1988,108,0
1988,109,2
1988,110,0
1989,0,0
1989,1,0
1989,2,0
1989,3,0
1989,4,0
1989,5,0
1989,6,0
1989,7,0
1989,8,0
1989,9,0
1989,10,0
1989,11,0
1989,12,0
1989,13,0
1989,14,0
1989,15,0
1989,16,0
1989,17,0
1989,18,0
1989,19,0
1989,20,1
1989,21,0
1989,22,1
1989,23,3
1989,24,2
1989,25,12
1989,26,17
1989,27,24
1989,28,34
1989,29,51
1989,30,61
1989,31,82
1989,32,96
1989,33,130
1989,34,151
1989,35,173
1989,36,230
1989,37,245
1989,38,258
1989,39,290
1989,40,374
1989,41,397
1989,42,465
1989,43,422
1989,44,421
1989,45,466
1989,46,517
1989,47,524
1989,48,503
1989,49,561
1989,50,581
1989,51,606
1989,52,646
1989,53,649
1989,54,665
1989,55,673
1989,56,718
1989,57,762
1989,58,916
1989,59,884
1989,60,895
1989,61,950
1989,62,1025
1989,63,1011
1989,64,1131
1989,65,1170
1989,66,1126
1989,67,1111
1989,68,1201
1989,69,1122
1989,70,1086
1989,71,1107
1989,72,1126
1989,73,1089
1989,74,1076
1989,75,1147
1989,76,1069
1989,77,991
1989,78,985
1989,79,915
1989,80,850
1989,81,831
1989,82,781
1989,83,679
1989,84,715
1989,85,574
1989,86,532
1989,87,495
1989,88,439
1989,89,379
1989,90,327
1989,91,302
1989,92,226
1989,93,185
1989,94,162
1989,95,110
1989,96,101
1989,97,80
1989,98,66
1989,99,26
1989,100,25
1989,101,17
1989,102,10
1989,103,6
1989,104,4
1989,105,2
1989,106,0
1989,107,3
1989,108,0
1989,109,0
1989,110,0
1990,0,0
1990,1,0
1990,2,0
1990,3,0
1990,4,0
1990,5,0
1990,6,0
1990,7,0
1990,8,0
1990,9,0
1990,10,0
1990,11,0
1990,12,0
1990,13,0
1990,14,0
1990,15,0
1990,16,0
1990,17,1
1990,18,0
1990,19,0
1990,20,0
1990,21,0
1990,22,3
1990,23,2
1990,24,9
1990,25,11
1990,26,19
1990,27,23
1990,28,27
1990,29,42
1990,30,52
1990,31,80
1990,32,91
1990,33,123
1990,34,162
1990,35,170
1990,36,207
1990,37,226
1990,38,261
1990,39,338
1990,40,360
1990,41,395
1990,42,468
1990,43,490
1990,44,461
1990,45,430
1990,46,514
1990,47,557
1990,48,561
1990,49,556
1990,50,554
1990,51,633
1990,52,634
1990,53,659
1990,54,732
1990,55,745
1990,56,745
1990,57,762
1990,58,787
1990,59,820
1990,60,939
1990,61,915
1990,62,969
1990,63,1031
1990,64,1068
1990,65,1147
1990,66,1142
1990,67,1140
1990,68,1244
1990,69,1174
1990,70,1171
1990,71,1088
1990,72,1094
1990,73,1081
1990,74,1049
1990,75,1115
1990,76,1124
1990,77,1063
1990,78,981
1990,79,895
1990,80,843
1990,81,829
1990,82,849
1990,83,780
1990,84,692
1990,85,663
1990,86,560
1990,87,527
1990,88,455
1990,89,409
1990,90,352
1990,91,261
1990,92,243
1990,93,205
1990,94,172
1990,95,126
1990,96,107
1990,97,71
1990,98,39
1990,99,31
1990,100,30
1990,101,16
1990,102,9
1990,103,3
1990,104,6
1990,105,1
1990,106,1
1990,107,3
1990,108,0
1990,109,1
1990,110,0
1991,0,0
1991,1,0
1991,2,0
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0
1991,9,0
1991,10,0
1991,11,0
1991,12,0
1991,13,0
1991,14,0
1991,15,0
1991,16,1
1991,17,0
1991,18,0
1991,19,0
1991,20,0
1991,21,1
1991,22,1
1991,23,2
1991,24,9
1991,25,9
1991,26,10
1991,27,28
1991,28,34
1991,29,51
1991,30,64
1991,31,80
1991,32,105
1991,33,121
1991,34,148
1991,35,185
1991,36,198
1991,37,246
1991,38,280
1991,39,297
1991,40,358
1991,41,369
1991,42,425
1991,43,440
1991,44,565
1991,45,437
1991,46,493
1991,47,550
1991,48,620
1991,49,597
1991,50,584
1991,51,589
1991,52,612
1991,53,685
1991,54,676
1991,55,749
1991,56,705
1991,57,723
1991,58,802
1991,59,847
1991,60,891
1991,61,964
1991,62,954
1991,63,1083
1991,64,1041
1991,65,1034
1991,66,1153
1991,67,1163
1991,68,1151
1991,69,1172
1991,70,1146
1991,71,1164
1991,72,1079
1991,73,1070
1991,74,1020
1991,75,1091
1991,76,1105
1991,77,1051
1991,78,969
1991,79,946
1991,80,938
1991,81,868
1991,82,827
1991,83,819
1991,84,714
1991,85,634
1991,86,615
1991,87,540
1991,88,460
1991,89,410
1991,90,370
1991,91,278
1991,92,257
1991,93,226
1991,94,193
1991,95,151
1991,96,106
1991,97,80
1991,98,59
1991,99,37
1991,100,32
1991,101,19
1991,102,16
1991,103,9
1991,104,9
1991,105,4
1991,106,2
1991,107,2
1991,108,0
1991,109,2
1991,110,0
1992,0,0
1992,1,0
1992,2,0
1992,3,0
1992,4,0
1992,5,0
1992,6,1
1992,7,0
1992,8,0
1992,9,0
1992,10,0
1992,11,0
1992,12,0
1992,13,1
1992,14,0
1992,15,0
1992,16,0
1992,17,0
1992,18,0
1992,19,0
1992,20,0
1992,21,0
1992,22,1
1992,23,2
1992,24,3
1992,25,13
1992,26,15
1992,27,17
1992,28,28
1992,29,47
1992,30,52
1992,31,68
1992,32,105
1992,33,104
1992,34,160
1992,35,188
1992,36,212
1992,37,253
1992,38,256
1992,39,288
1992,40,315
1992,41,374
1992,42,394
1992,43,483
1992,44,485
1992,45,543
1992,46,515
1992,47,527
1992,48,572
1992,49,638
1992,50,600
1992,51,614
1992,52,647
1992,53,673
1992,54,676
1992,55,690
1992,56,702
1992,57,710
1992,58,697
1992,59,748
1992,60,845
1992,61,855
1992,62,938
1992,63,925
1992,64,1001
1992,65,1034
1992,66,1083
1992,67,1176
1992,68,1172
1992,69,1112
1992,70,1160
1992,71,1175
1992,72,1160
1992,73,1112
1992,74,1118
1992,75,1060
1992,76,951
1992,77,1020
1992,78,1036
1992,79,1004
1992,80,887
1992,81,920
1992,82,843
1992,83,790
1992,84,714
1992,85,693
1992,86,618
1992,87,546
1992,88,447
1992,89,411
1992,90,340
1992,91,291
1992,92,291
1992,93,206
1992,94,177
1992,95,160
1992,96,123
1992,97,87
1992,98,66
1992,99,44
1992,100,36
1992,101,22
1992,102,15
1992,103,9
1992,104,4
1992,105,1
1992,106,2
1992,107,0
1992,108,0
1992,109,0
1992,110,0
1993,0,0
1993,1,0
1993,2,0
1993,3,0
1993,4,0
1993,5,0
1993,6,0
1993,7,0
1993,8,0
1993,9,0
1993,10,0
1993,11,0
1993,12,0
1993,13,0
1993,14,0
1993,15,0
1993,16,0
1993,17,0
1993,18,0
1993,19,0
1993,20,0
1993,21,0
1993,22,2
1993,23,3
1993,24,9
1993,25,12
1993,26,8
1993,27,17
1993,28,27
1993,29,40
1993,30,51
1993,31,67
1993,32,82
1993,33,115
1993,34,127
1993,35,145
1993,36,192
1993,37,235
1993,38,244
1993,39,280
1993,40,354
1993,41,393
1993,42,408
1993,43,421
1993,44,459
1993,45,551
1993,46,588
1993,47,545
1993,48,534
1993,49,598
1993,50,677
1993,51,676
1993,52,627
1993,53,704
1993,54,661
1993,55,674
1993,56,693
1993,57,723
1993,58,723
1993,59,777
1993,60,800
1993,61,834
1993,62,879
1993,63,911
1993,64,933
1993,65,1002
1993,66,1003
1993,67,1116
1993,68,1117
1993,69,1162
1993,70,1108
1993,71,1135
1993,72,1147
1993,73,1099
1993,74,1112
1993,75,1161
1993,76,1097
1993,77,1039
1993,78,1078
1993,79,1021
1993,80,984
1993,81,914
1993,82,857
1993,83,818
1993,84,733
1993,85,727
1993,86,688
1993,87,604
1993,88,563
1993,89,475
1993,90,413
1993,91,291
1993,92,314
1993,93,245
1993,94,176
1993,95,169
1993,96,113
1993,97,82
1993,98,66
1993,99,55
1993,100,31
1993,101,29
1993,102,14
1993,103,13
1993,104,5
1993,105,2
1993,106,4
1993,107,2
1993,108,0
1993,109,0
1993,110,1
1994,0,0
1994,1,0
1994,2,0
1994,3,0
1994,4,0
1994,5,0
1994,6,0
1994,7,0
1994,8,0
1994,9,0
1994,10,0
1994,11,0
1994,12,0
1994,13,0
1994,14,0
1994,15,0
1994,16,0
1994,17,1
1994,18,1
1994,19,0
1994,20,1
1994,21,0
1994,22,0
1994,23,5
1994,24,5
1994,25,8
1994,26,8
1994,27,19
1994,28,25
1994,29,28
1994,30,57
1994,31,74
1994,32,85
1994,33,121
1994,34,127
1994,35,182
1994,36,209
1994,37,251
1994,38,248
1994,39,304
1994,40,301
1994,41,357
1994,42,400
1994,43,480
1994,44,469
1994,45,519
1994,46,608
1994,47,660
1994,48,528
1994,49,606
1994,50,620
1994,51,714
1994,52,725
1994,53,685
1994,54,697
1994,55,632
1994,56,675
1994,57,712
1994,58,733
1994,59,765
1994,60,784
1994,61,779
1994,62,853
1994,63,913
1994,64,863
1994,65,944
1994,66,1039
1994,67,1106
1994,68,1104
1994,69,1091
1994,70,1135
1994,71,1154
1994,72,1171
1994,73,1138
1994,74,1124
1994,75,1070
1994,76,1079
1994,77,1087
1994,78,1054
1994,79,1006
1994,80,1017
1994,81,936
