year,age,bc_deaths
1994,82,907
1994,83,848
1994,84,805
1994,85,772
1994,86,679
1994,87,611
1994,88,514
1994,89,485
1994,90,382
1994,91,340
1994,92,263
1994,93,237
1994,94,180
1994,95,123
1994,96,130
1994,97,94
1994,98,71
1994,99,56
1994,100,32
1994,101,23
1994,102,11
1994,103,5
1994,104,4
1994,105,3
1994,106,4
1994,107,0
1994,108,1
1994,109,2
1994,110,0
1995,0,0
1995,1,0
1995,2,0
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0
1995,9,0
1995,10,0
1995,11,0
1995,12,0
1995,13,0
1995,14,0
1995,15,0
1995,16,1
1995,17,0
1995,18,0
1995,19,0
1995,20,0
1995,21,1
1995,22,1
1995,23,3
1995,24,6
1995,25,10
1995,26,15
1995,27,19
1995,28,22
1995,29,36
1995,30,44
1995,31,68
1995,32,76
1995,33,102
1995,34,158
1995,35,177
1995,36,194
1995,37,249
1995,38,288
1995,39,297
1995,40,321
1995,41,370
1995,42,385
1995,43,453
1995,44,474
1995,45,530
1995,46,557
1995,47,653
1995,48,706
1995,49,609
1995,50,618
1995,51,685
1995,52,776
1995,53,708
1995,54,746
1995,55,706
1995,56,750
1995,57,708
1995,58,713
1995,59,755
1995,60,740
1995,61,758
1995,62,813
1995,63,867
1995,64,940
1995,65,915
1995,66,1017
1995,67,1019
1995,68,1015
1995,69,1103
1995,70,1126
1995,71,1132
1995,72,1154
1995,73,1170
1995,74,1119
1995,75,1114
1995,76,1054
1995,77,1060
1995,78,971
1995,79,1005
1995,80,983
1995,81,961
1995,82,925
1995,83,852
1995,84,754
1995,85,772
1995,86,710
1995,87,673
1995,88,565
1995,89,488
1995,90,421
1995,91,355
1995,92,304
1995,93,239
1995,94,189
1995,95,165
1995,96,117
1995,97,81
1995,98,85
1995,99,55
1995,100,43
1995,101,20
1995,102,13
1995,103,13
1995,104,4
1995,105,1
1995,106,2
1995,107,2
1995,108,1
1995,109,0
1995,110,0
1996,0,0
1996,1,0
1996,2,0
1996,3,0
1996,4,0
1996,5,0
1996,6,0
1996,7,0
1996,8,0
1996,9,0
1996,10,1
1996,11,0
1996,12,0
1996,13,0
1996,14,0
1996,15,0
1996,16,0
1996,17,0
1996,18,0
1996,19,0
1996,20,0
1996,21,1
1996,22,1
1996,23,4
1996,24,12
1996,25,8
1996,26,9
1996,27,19
1996,28,27
1996,29,38
1996,30,53
1996,31,58
1996,32,88
1996,33,104
1996,34,137
1996,35,174
1996,36,174
1996,37,238
1996,38,273
1996,39,245
1996,40,334
1996,41,350
1996,42,384
1996,43,472
1996,44,461
1996,45,501
1996,46,588
1996,47,619
1996,48,653
1996,49,702
1996,50,581
1996,51,628
1996,52,711
1996,53,746
1996,54,695
1996,55,685
1996,56,733
1996,57,722
1996,58,758
1996,59,729
1996,60,757
1996,61,803
1996,62,769
1996,63,813
1996,64,785
1996,65,863
1996,66,911
1996,67,953
1996,68,1022
1996,69,1029
1996,70,1061
1996,71,1132
1996,72,1098
1996,73,1130
1996,74,1062
1996,75,1110
1996,76,1100
1996,77,991
1996,78,1053
1996,79,967
1996,80,951
1996,81,982
1996,82,887
1996,83,826
1996,84,845
1996,85,743
1996,86,700
1996,87,675
1996,88,572
1996,89,527
1996,90,408
1996,91,411
1996,92,338
1996,93,279
1996,94,211
1996,95,178
1996,96,140
1996,97,98
1996,98,79
1996,99,57
1996,100,36
1996,101,25
1996,102,13
1996,103,6
1996,104,11
1996,105,4
1996,106,2
1996,107,1
1996,108,1
1996,109,2
1996,110,0
1997,0,0
1997,1,0
1997,2,0
1997,3,0
1997,4,0
1997,5,0
1997,6,0
1997,7,0
1997,8,0
1997,9,0
1997,10,0
1997,11,0
1997,12,0
1997,13,0
1997,14,0
1997,15,0
1997,16,0
1997,17,0
1997,18,1
1997,19,0
1997,20,2
1997,21,1
1997,22,2
1997,23,2
1997,24,3
1997,25,9
1997,26,19
1997,27,19
1997,28,28
1997,29,33
1997,30,52
1997,31,68
1997,32,86
1997,33,98
1997,34,111
1997,35,164
1997,36,174
1997,37,244
1997,38,233
1997,39,288
1997,40,364
1997,41,355
1997,42,392
1997,43,429
1997,44,455
1997,45,524
1997,46,546
1997,47,554
1997,48,644
1997,49,662
1997,50,763
1997,51,644
1997,52,680
1997,53,722
1997,54,772
1997,55,711
1997,56,732
1997,57,707
1997,58,727
1997,59,732
1997,60,713
1997,61,761
1997,62,759
1997,63,749
1997,64,778
1997,65,832
1997,66,912
1997,67,890
1997,68,903
1997,69,948
1997,70,993
1997,71,1006
1997,72,1022
1997,73,1078
1997,74,1054
1997,75,1064
1997,76,1056
1997,77,1033
1997,78,926
1997,79,921
1997,80,908
1997,81,912
1997,82,908
1997,83,862
1997,84,768
1997,85,788
1997,86,691
1997,87,642
1997,88,580
1997,89,503
1997,90,426
1997,91,398
1997,92,328
1997,93,253
1997,94,222
1997,95,176
1997,96,158
1997,97,96
1997,98,72
1997,99,55
1997,100,36
1997,101,23
1997,102,15
1997,103,8
1997,104,5
1997,105,1
1997,106,1
1997,107,1
1997,108,0
1997,109,0
1997,110,0
1998,0,0
1998,1,0
1998,2,0
1998,3,0
1998,4,0
1998,5,0
1998,6,0
1998,7,0
1998,8,0
1998,9,0
1998,10,0
1998,11,0
1998,12,0
1998,13,0
1998,14,0
1998,15,0
1998,16,0
1998,17,0
1998,18,0
1998,19,2
1998,20,0
1998,21,0
1998,22,0
1998,23,1
1998,24,2
1998,25,5
1998,26,12
1998,27,14
1998,28,31
1998,29,26
1998,30,56
1998,31,61
1998,32,72
1998,33,103
1998,34,131
1998,35,148
1998,36,192
1998,37,201
1998,38,258
1998,39,304
1998,40,314
1998,41,363
1998,42,378
1998,43,438
1998,44,426
1998,45,483
1998,46,483
1998,47,557
1998,48,609
1998,49,636
1998,50,722
1998,51,816
1998,52,699
1998,53,664
1998,54,677
1998,55,742
1998,56,758
1998,57,701
1998,58,726
1998,59,714
1998,60,741
1998,61,737
1998,62,707
1998,63,814
1998,64,748
1998,65,813
1998,66,837
1998,67,872
1998,68,862
1998,69,882
1998,70,987
1998,71,996
1998,72,1024
1998,73,1098
1998,74,1100
1998,75,1072
1998,76,1028
1998,77,1054
1998,78,994
1998,79,936
1998,80,905
1998,81,925
1998,82,854
1998,83,830
1998,84,854
1998,85,723
1998,86,716
1998,87,653
1998,88,582
1998,89,524
1998,90,510
1998,91,383
1998,92,293
1998,93,284
1998,94,229
1998,95,182
1998,96,141
1998,97,114
1998,98,86
1998,99,52
1998,100,41
1998,101,15
1998,102,16
1998,103,13
1998,104,9
1998,105,5
1998,106,4
1998,107,5
1998,108,0
1998,109,0
1998,110,0
1999,0,0
1999,1,0
1999,2,0
1999,3,0
1999,4,1
1999,5,0
1999,6,0
1999,7,0
1999,8,0
1999,9,0
1999,10,1
1999,11,0
1999,12,0
1999,13,0
1999,14,0
1999,15,1
1999,16,0
1999,17,2
1999,18,0
1999,19,0
1999,20,0
1999,21,0
1999,22,1
1999,23,6
1999,24,3
1999,25,6
1999,26,11
1999,27,13
1999,28,27
1999,29,29
1999,30,41
1999,31,66
1999,32,67
1999,33,68
1999,34,109
1999,35,129
1999,36,170
1999,37,207
1999,38,239
1999,39,237
1999,40,270
1999,41,314
1999,42,349
1999,43,383
1999,44,435
1999,45,482
1999,46,496
1999,47,474
1999,48,575
1999,49,584
1999,50,663
1999,51,787
1999,52,761
1999,53,669
1999,54,649
1999,55,712
1999,56,756
1999,57,737
1999,58,725
1999,59,719
1999,60,755
1999,61,736
1999,62,731
1999,63,726
1999,64,739
1999,65,770
1999,66,776
1999,67,846
1999,68,881
1999,69,828
1999,70,910
1999,71,946
1999,72,991
1999,73,999
1999,74,1064
1999,75,1049
1999,76,980
1999,77,1041
1999,78,1004
1999,79,1012
1999,80,891
1999,81,929
1999,82,913
1999,83,882
1999,84,854
1999,85,786
1999,86,764
1999,87,675
1999,88,622
1999,89,548
1999,90,474
1999,91,456
1999,92,387
1999,93,291
1999,94,216
1999,95,188
1999,96,144
1999,97,121
1999,98,98
1999,99,53
1999,100,46
1999,101,30
1999,102,20
1999,103,8
1999,104,9
1999,105,6
1999,106,1
1999,107,2
1999,108,0
1999,109,0
1999,110,0
2000,0,0
2000,1,0
2000,2,0
2000,3,0
2000,4,0
2000,5,0
2000,6,0
2000,7,0
2000,8,0
2000,9,0
2000,10,0
2000,11,0
2000,12,0
2000,13,0
2000,14,0
2000,15,0
2000,16,0
2000,17,0
2000,18,0
2000,19,1
2000,20,0
2000,21,1
2000,22,1
2000,23,5
2000,24,3
2000,25,9
2000,26,9
2000,27,10
2000,28,15
2000,29,38
2000,30,53
2000,31,58
2000,32,87
2000,33,82
2000,34,105
2000,35,142
2000,36,147
2000,37,188
2000,38,245
2000,39,255
2000,40,299
2000,41,333
2000,42,386
2000,43,408
2000,44,429
2000,45,480
2000,46,509
2000,47,506
2000,48,626
2000,49,597
2000,50,679
2000,51,672
2000,52,776
2000,53,770
2000,54,734
2000,55,698
2000,56,716
2000,57,814
2000,58,742
2000,59,782
2000,60,770
2000,61,768
2000,62,703
2000,63,764
2000,64,744
2000,65,805
2000,66,779
2000,67,827
2000,68,822
2000,69,858
2000,70,867
2000,71,917
2000,72,1037
2000,73,1004
2000,74,1002
2000,75,1087
2000,76,991
2000,77,1029
2000,78,1050
2000,79,1035
2000,80,965
2000,81,909
2000,82,927
2000,83,820
2000,84,829
2000,85,781
2000,86,773
2000,87,770
2000,88,659
2000,89,577
2000,90,495
2000,91,427
2000,92,382
2000,93,295
2000,94,268
2000,95,198
2000,96,149
2000,97,147
2000,98,106
2000,99,57
2000,100,41
2000,101,23
2000,102,18
2000,103,10
2000,104,10
2000,105,6
2000,106,2
2000,107,2
2000,108,2
2000,109,0
2000,110,0
2001,0,0
2001,1,0
2001,2,0
2001,3,0
2001,4,0
2001,5,0
2001,6,0
2001,7,0
2001,8,0
2001,9,0
2001,10,0
2001,11,0
2001,12,0
2001,13,0
2001,14,0
2001,15,0
2001,16,0
2001,17,0
2001,18,1
2001,19,0
2001,20,1
2001,21,0
2001,22,1
2001,23,1
2001,24,5
2001,25,9
2001,26,10
2001,27,13
2001,28,18
2001,29,39
2001,30,58
2001,31,55
2001,32,78
2001,33,92
2001,34,92
2001,35,140
2001,36,150
2001,37,190
2001,38,227
2001,39,253
2001,40,329
2001,41,336
2001,42,323
2001,43,433
2001,44,444
2001,45,510
2001,46,520
2001,47,576
2001,48,563
2001,49,614
2001,50,650
2001,51,648
2001,52,750
2001,53,882
2001,54,848
2001,55,682
2001,56,750
2001,57,813
2001,58,814
2001,59,761
2001,60,767
2001,61,724
2001,62,764
2001,63,736
2001,64,763
2001,65,772
2001,66,772
2001,67,778
2001,68,785
2001,69,814
2001,70,882
2001,71,877
2001,72,908
2001,73,1017
2001,74,998
2001,75,974
2001,76,1008
2001,77,1034
2001,78,1031
2001,79,1014
2001,80,966
2001,81,948
2001,82,894
2001,83,843
2001,84,838
2001,85,747
2001,86,708
2001,87,631
2001,88,615
2001,89,601
2001,90,502
2001,91,439
2001,92,347
2001,93,309
2001,94,243
2001,95,205
2001,96,163
2001,97,135
2001,98,74
2001,99,61
2001,100,27
2001,101,23
2001,102,17
2001,103,8
2001,104,6
2001,105,1
2001,106,5
2001,107,1
2001,108,1
2001,109,0
2001,110,0
2002,0,0
2002,1,0
2002,2,0
2002,3,0
2002,4,0
2002,5,0
2002,6,0
2002,7,0
2002,8,0
2002,9,0
2002,10,0
2002,11,0
2002,12,0
2002,13,0
2002,14,0
2002,15,0
2002,16,0
2002,17,0
2002,18,1
2002,19,0
2002,20,1
2002,21,0
2002,22,0
2002,23,4
2002,24,4
2002,25,7
2002,26,8
2002,27,7
2002,28,20
2002,29,20
2002,30,44
2002,31,50
2002,32,83
2002,33,94
2002,34,90
2002,35,143
2002,36,136
2002,37,184
2002,38,188
2002,39,252
2002,40,293
2002,41,322
2002,42,353
2002,43,393
2002,44,455
2002,45,486
2002,46,467
2002,47,546
2002,48,597
2002,49,639
2002,50,668
2002,51,711
2002,52,753
2002,53,767
2002,54,786
2002,55,895
2002,56,781
2002,57,704
2002,58,742
2002,59,776
2002,60,776
2002,61,774
2002,62,800
2002,63,784
2002,64,748
2002,65,754
2002,66,805
2002,67,830
2002,68,772
2002,69,762
2002,70,844
2002,71,927
2002,72,940
2002,73,869
2002,74,924
2002,75,951
2002,76,988
2002,77,981
2002,78,999
2002,79,1003
2002,80,1032
2002,81,976
2002,82,928
2002,83,909
2002,84,871
2002,85,798
2002,86,744
2002,87,738
2002,88,643
2002,89,574
2002,90,470
2002,91,435
2002,92,392
2002,93,317
2002,94,242
2002,95,224
2002,96,149
2002,97,122
2002,98,97
2002,99,63
2002,100,39
2002,101,33
2002,102,13
2002,103,16
2002,104,15
2002,105,4
2002,106,3
2002,107,3
2002,108,0
2002,109,0
2002,110,0
2003,0,0
2003,1,0
2003,2,0
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0
2003,9,0
2003,10,0
2003,11,0
2003,12,0
2003,13,0
2003,14,0
2003,15,0
2003,16,1
2003,17,0
2003,18,0
2003,19,0
2003,20,0
2003,21,1
2003,22,3
2003,23,5
2003,24,6
2003,25,4
2003,26,8
2003,27,7
2003,28,14
2003,29,21
2003,30,32
2003,31,55
2003,32,65
2003,33,96
2003,34,104
2003,35,116
2003,36,145
2003,37,191
2003,38,218
2003,39,246
2003,40,279
2003,41,292
2003,42,400
2003,43,377
2003,44,454
2003,45,475
2003,46,476
2003,47,546
2003,48,576
2003,49,653
2003,50,668
2003,51,657
2003,52,706
2003,53,758
2003,54,815
2003,55,857
2003,56,887
2003,57,797
2003,58,786
2003,59,853
2003,60,866
2003,61,794
2003,62,750
2003,63,762
2003,64,848
2003,65,769
2003,66,770
2003,67,787
2003,68,776
2003,69,747
2003,70,779
2003,71,903
2003,72,867
2003,73,946
2003,74,912
2003,75,930
2003,76,916
2003,77,1038
2003,78,985
2003,79,1002
2003,80,1047
2003,81,930
2003,82,960
2003,83,917
2003,84,816
2003,85,768
2003,86,764
2003,87,726
2003,88,616
2003,89,621
2003,90,527
2003,91,429
2003,92,408
2003,93,299
2003,94,286
2003,95,210
2003,96,152
2003,97,133
2003,98,68
2003,99,63
2003,100,53
2003,101,29
2003,102,15
2003,103,12
2003,104,3
2003,105,5
2003,106,2
2003,107,0
2003,108,0
2003,109,0
2003,110,0
2004,0,0
2004,1,0
2004,2,0
2004,3,0
2004,4,0
2004,5,0
2004,6,0
2004,7,0
2004,8,0
2004,9,0
2004,10,0
2004,11,0
2004,12,0
2004,13,0
2004,14,0
2004,15,0
2004,16,0
2004,17,0
2004,18,0
2004,19,0
2004,20,0
2004,21,1
2004,22,2
2004,23,5
2004,24,2
2004,25,3
2004,26,10
2004,27,15
2004,28,16
2004,29,31
2004,30,37
2004,31,44
2004,32,67
2004,33,82
2004,34,90
2004,35,132
2004,36,138
2004,37,167
2004,38,191
2004,39,196
2004,40,292
2004,41,288
2004,42,325
2004,43,375
2004,44,405
2004,45,446
2004,46,502
2004,47,505
2004,48,542
2004,49,589
2004,50,664
2004,51,658
2004,52,755
2004,53,772
2004,54,776
2004,55,825
2004,56,890
2004,57,966
2004,58,786
2004,59,822
2004,60,838
2004,61,864
2004,62,817
2004,63,782
2004,64,830
2004,65,808
2004,66,809
2004,67,791
2004,68,778
2004,69,837
2004,70,776
2004,71,828
2004,72,845
2004,73,807
2004,74,919
2004,75,899
2004,76,909
2004,77,966
2004,78,1000
2004,79,957
2004,80,958
2004,81,893
2004,82,936
2004,83,889
2004,84,862
2004,85,791
2004,86,729
2004,87,717
2004,88,639
2004,89,566
2004,90,483
2004,91,410
2004,92,358
2004,93,303
2004,94,259
2004,95,184
2004,96,153
2004,97,132
2004,98,91
2004,99,53
2004,100,46
2004,101,35
2004,102,18
2004,103,9
2004,104,5
2004,105,3
2004,106,2
2004,107,3
2004,108,0
2004,109,0
2004,110,0
2005,0,0
2005,1,0
2005,2,0
2005,3,0
2005,4,0
2005,5,0
2005,6,0
2005,7,0
2005,8,0
2005,9,0
2005,10,0
2005,11,0
2005,12,0
2005,13,0
2005,14,0
2005,15,0
2005,16,0
2005,17,0
2005,18,0
2005,19,0
2005,20,0
2005,21,1
2005,22,2
2005,23,2
2005,24,7
2005,25,10
2005,26,6
2005,27,15
2005,28,14
2005,29,29
2005,30,32
2005,31,36
2005,32,53
2005,33,72
2005,34,89
2005,35,109
2005,36,151
2005,37,137
2005,38,187
2005,39,221
2005,40,263
2005,41,305
2005,42,344
2005,43,365
2005,44,414
2005,45,487
2005,46,491
2005,47,514
2005,48,556
2005,49,599
2005,50,655
2005,51,676
2005,52,709
2005,53,767
2005,54,757
2005,55,810
2005,56,861
2005,57,856
2005,58,998
2005,59,792
2005,60,862
2005,61,875
2005,62,949
2005,63,827
2005,64,750
2005,65,790
2005,66,769
2005,67,781
2005,68,756
2005,69,786
2005,70,835
2005,71,744
2005,72,814
2005,73,889
2005,74,852
2005,75,915
2005,76,891
2005,77,874
2005,78,1002
2005,79,974
2005,80,930
2005,81,959
2005,82,946
2005,83,909
2005,84,881
2005,85,885
2005,86,766
2005,87,680
2005,88,650
2005,89,575
2005,90,507
2005,91,421
2005,92,378
2005,93,332
2005,94,232
2005,95,217
2005,96,165
2005,97,145
2005,98,88
2005,99,66
2005,100,42
2005,101,31
2005,102,13
2005,103,7
2005,104,11
2005,105,2
2005,106,3
2005,107,1
2005,108,1
2005,109,0
2005,110,0
2006,0,0
2006,1,0
2006,2,0
2006,3,1
2006,4,0
2006,5,0
2006,6,0
2006,7,0
2006,8,0
2006,9,0
2006,10,0
2006,11,0
2006,12,0
2006,13,0
2006,14,0
2006,15,0
2006,16,0
2006,17,0
2006,18,0
2006,19,1
2006,20,0
2006,21,3
2006,22,2
2006,23,1
2006,24,5
2006,25,10
2006,26,7
2006,27,20
2006,28,18
2006,29,20
2006,30,33
2006,31,44
2006,32,62
2006,33,58
2006,34,96
2006,35,112
2006,36,150
2006,37,147
2006,38,169
2006,39,217
2006,40,209
2006,41,291
2006,42,306
2006,43,374
2006,44,379
2006,45,469
2006,46,470
2006,47,510
2006,48,572
2006,49,606
2006,50,639
2006,51,638
2006,52,717
2006,53,715
2006,54,746
2006,55,812
2006,56,854
2006,57,867
2006,58,927
2006,59,1000
2006,60,843
2006,61,826
2006,62,844
2006,63,948
2006,64,870
2006,65,765
2006,66,769
2006,67,821
2006,68,735
2006,69,813
2006,70,790
2006,71,792
2006,72,759
2006,73,792
2006,74,848
2006,75,912
2006,76,903
2006,77,892
2006,78,938
2006,79,959
2006,80,973
2006,81,957
2006,82,977
2006,83,863
2006,84,863
2006,85,778
2006,86,794
2006,87,643
2006,88,607
2006,89,518
2006,90,538
2006,91,460
2006,92,404
2006,93,312
2006,94,263
2006,95,205
2006,96,180
2006,97,132
2006,98,110
2006,99,74
2006,100,38
2006,101,28
2006,102,21
2006,103,12
2006,104,9
2006,105,4
2006,106,1
2006,107,3
2006,108,1
2006,109,0
2006,110,1
2007,0,0
2007,1,0
2007,2,0
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0
2007,9,0
2007,10,0
2007,11,0
2007,12,0
2007,13,0
2007,14,0
2007,15,0
2007,16,0
2007,17,1
2007,18,0
2007,19,0
2007,20,2
2007,21,0
2007,22,1
2007,23,5
2007,24,6
2007,25,6
2007,26,4
2007,27,17
2007,28,13
2007,29,25
2007,30,39
2007,31,51
2007,32,47
2007,33,50
2007,34,93
2007,35,91
2007,36,138
2007,37,155
2007,38,173
2007,39,182
2007,40,229
2007,41,232
2007,42,272
2007,43,322
2007,44,388
2007,45,384
2007,46,435
2007,47,518
2007,48,585
2007,49,576
2007,50,652
2007,51,674
2007,52,658
2007,53,710
2007,54,773
2007,55,757
2007,56,796
2007,57,915
2007,58,849
2007,59,924
2007,60,1037
2007,61,799
2007,62,875
2007,63,849
2007,64,894
2007,65,914
2007,66,875
2007,67,812
2007,68,816
2007,69,785
2007,70,739
2007,71,777
2007,72,798
2007,73,810
2007,74,775
2007,75,821
2007,76,883
2007,77,907
2007,78,839
2007,79,917
2007,80,957
2007,81,915
2007,82,973
2007,83,920
2007,84,842
2007,85,812
2007,86,773
2007,87,706
2007,88,658
2007,89,591
2007,90,492
2007,91,467
2007,92,408
2007,93,342
2007,94,296
2007,95,234
2007,96,183
2007,97,139
2007,98,90
2007,99,54
2007,100,45
2007,101,30
2007,102,20
2007,103,13
2007,104,10
2007,105,3
2007,106,1
2007,107,2
2007,108,0
2007,109,0
2007,110,0
2008,0,0
2008,1,0
2008,2,0
2008,3,0
2008,4,0
2008,5,0
2008,6,0
2008,7,0
2008,8,0
2008,9,0
2008,10,0
2008,11,0
2008,12,0
2008,13,0
2008,14,0
2008,15,0
2008,16,0
2008,17,0
2008,18,0
2008,19,1
2008,20,1
2008,21,1
2008,22,1
2008,23,4
2008,24,5
2008,25,8
2008,26,7
2008,27,13
2008,28,10
2008,29,29
2008,30,29
2008,31,44
2008,32,53
2008,33,66
2008,34,68
2008,35,88
2008,36,125
2008,37,156
2008,38,165
2008,39,194
2008,40,220
2008,41,232
2008,42,261
2008,43,321
2008,44,387
2008,45,397
2008,46,460
2008,47,522
2008,48,528
2008,49,579
2008,50,627
2008,51,676
2008,52,684
2008,53,716
2008,54,734
2008,55,787
2008,56,816
2008,57,829
2008,58,868
2008,59,867
2008,60,974
2008,61,1038
2008,62,849
2008,63,822
2008,64,877
2008,65,985
2008,66,917
2008,67,796
2008,68,765
2008,69,831
2008,70,808
2008,71,786
2008,72,837
2008,73,839
2008,74,764
2008,75,804
2008,76,726
2008,77,855
2008,78,903
2008,79,899
2008,80,880
2008,81,881
2008,82,918
2008,83,974
2008,84,876
2008,85,843
2008,86,790
2008,87,753
2008,88,709
2008,89,579
2008,90,496
2008,91,466
2008,92,400
2008,93,326
2008,94,302
2008,95,218
2008,96,167
2008,97,119
2008,98,94
2008,99,62
2008,100,42
2008,101,36
2008,102,17
2008,103,12
2008,104,11
2008,105,11
2008,106,2
2008,107,1
2008,108,0
2008,109,0
2008,110,0
2009,0,0
2009,1,0
2009,2,0
2009,3,0
2009,4,0
2009,5,0
2009,6,0
2009,7,0
2009,8,0
2009,9,0
2009,10,0
2009,11,0
2009,12,0
2009,13,0
2009,14,0
2009,15,0
2009,16,0
2009,17,0
2009,18,0
2009,19,1
2009,20,1
2009,21,1
2009,22,1
2009,23,1
2009,24,5
2009,25,6
2009,26,11
2009,27,16
2009,28,20
2009,29,27
2009,30,37
2009,31,38
2009,32,54
2009,33,72
2009,34,71
2009,35,92
2009,36,107
2009,37,149
2009,38,164
2009,39,189
2009,40,220
2009,41,286
2009,42,291
2009,43,307
2009,44,391
2009,45,415
2009,46,427
2009,47,502
2009,48,537
2009,49,574
2009,50,601
2009,51,641
2009,52,744
2009,53,753
2009,54,801
2009,55,757
2009,56,833
2009,57,813
2009,58,817
2009,59,880
2009,60,1003
2009,61,971
2009,62,1022
2009,63,867
2009,64,828
2009,65,914
2009,66,972
2009,67,864
2009,68,847
2009,69,760
2009,70,781
2009,71,803
2009,72,822
2009,73,801
2009,74,791
2009,75,794
2009,76,844
2009,77,792
2009,78,846
2009,79,855
2009,80,866
2009,81,875
2009,82,895
2009,83,860
2009,84,921
2009,85,792
2009,86,813
2009,87,754
2009,88,672
2009,89,570
2009,90,514
2009,91,502
2009,92,385
2009,93,329
2009,94,294
2009,95,215
2009,96,167
2009,97,128
2009,98,104
2009,99,76
2009,100,57
2009,101,36
2009,102,24
2009,103,17
2009,104,11
2009,105,4
2009,106,2
2009,107,1
2009,108,0
2009,109,0
2009,110,0
2010,0,0
2010,1,0
2010,2,0
2010,3,0
2010,4,0
2010,5,0
2010,6,0
2010,7,0
2010,8,0
2010,9,0
2010,10,0
2010,11,0
2010,12,0
2010,13,0
2010,14,0
2010,15,0
2010,16,0
2010,17,0
2010,18,0
2010,19,0
2010,20,2
2010,21,0
2010,22,0
2010,23,1
2010,24,4
2010,25,2
2010,26,7
2010,27,12
2010,28,15
2010,29,27
2010,30,38
2010,31,36
2010,32,52
2010,33,50
2010,34,83
2010,35,71
2010,36,102
2010,37,128
2010,38,141
2010,39,194
2010,40,234
2010,41,244
2010,42,272
2010,43,294
2010,44,354
2010,45,360
2010,46,444
2010,47,451
2010,48,508
2010,49,553
2010,50,650
2010,51,671
2010,52,736
2010,53,741
2010,54,774
2010,55,748
2010,56,882
2010,57,875
2010,58,874
2010,59,860
2010,60,885
2010,61,965
2010,62,1021
2010,63,1040
2010,64,876
2010,65,897
2010,66,962
2010,67,921
2010,68,861
2010,69,890
2010,70,810
2010,71,799
2010,72,822
2010,73,800
2010,74,835
2010,75,801
2010,76,724
2010,77,796
2010,78,848
2010,79,840
2010,80,852
2010,81,850
2010,82,840
2010,83,843
2010,84,886
2010,85,863
2010,86,840
2010,87,820
2010,88,742
2010,89,638
2010,90,546
2010,91,444
2010,92,400
2010,93,344
2010,94,288
2010,95,252
2010,96,188
2010,97,164
2010,98,117
2010,99,86
2010,100,54
2010,101,36
2010,102,24
2010,103,18
2010,104,10
2010,105,3
2010,106,4
2010,107,0
2010,108,1
2010,109,0
2010,110,1
